"","publishstate","country","region","year","gho","value","unregion"
"1084","Published","Uruguay","Americas",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"1085","Published","Uruguay","Americas",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"1086","Published","Uruguay","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1087","Published","Uruguay","Americas",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1088","Published","Uruguay","Americas",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1089","Published","Uruguay","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"1090","Published","Ukraine","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"1091","Published","Ukraine","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"1092","Published","Ukraine","Europe",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"1093","Published","Uruguay","Americas",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1094","Published","United States of America","Americas",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"1095","Published","United States of America","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"1096","Published","United States of America","Americas",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"1097","Published","United States of America","Americas",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"1098","Published","United States of America","Americas",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"1099","Published","United States of America","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,NA
"1100","Published","Uzbekistan","Europe",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",62,NA
"1101","Published","Uzbekistan","Europe",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",58.2,NA
"1102","Published","Uzbekistan","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",62.1,NA
"1103","Published","Venezuela (Bolivarian Republic of)","Americas",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",11,NA
"1104","Published","Venezuela (Bolivarian Republic of)","Americas",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.2,NA
"1105","Published","Venezuela (Bolivarian Republic of)","Americas",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.7,NA
"1106","Published","Venezuela (Bolivarian Republic of)","Americas",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.8,NA
"1107","Published","Venezuela (Bolivarian Republic of)","Americas",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.9,NA
"1108","Published","Venezuela (Bolivarian Republic of)","Americas",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.2,NA
"1109","Published","Viet Nam","Western Pacific",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",38,NA
"1110","Published","Viet Nam","Western Pacific",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",26.5,NA
"1111","Published","Viet Nam","Western Pacific",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.5,NA
"1112","Published","Uruguay","Americas",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1113","Published","Uruguay","Americas",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1114","Published","Uruguay","Americas",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1115","Published","Viet Nam","Western Pacific",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.7,NA
"1116","Published","Viet Nam","Western Pacific",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",2,NA
"1117","Published","Vanuatu","Western Pacific",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.1,NA
"1118","Published","Samoa","Western Pacific",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",2,NA
"1119","Published","Samoa","Western Pacific",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"1120","Published","Samoa","Western Pacific",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.1,NA
"1121","Published","Yemen","Eastern Mediterranean",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.8,NA
"1122","Published","Yemen","Eastern Mediterranean",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.8,NA
"1123","Published","South Africa","Africa",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",35,NA
"1124","Published","South Africa","Africa",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",26.1,NA
"1125","Published","South Africa","Africa",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.9,NA
"1126","Published","South Africa","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.5,NA
"1127","Published","South Africa","Africa",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.9,NA
"1128","Published","Zambia","Africa",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",49.4,NA
"1129","Published","Zambia","Africa",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",56.7,NA
"1130","Published","Zambia","Africa",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",60.5,NA
"1131","Published","Zambia","Africa",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",64.4,NA
"1132","Published","Zambia","Africa",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",57.5,NA
"1133","Published","Viet Nam","Western Pacific",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",14.8,NA
"1134","Published","Viet Nam","Western Pacific",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.2,NA
"1135","Published","Viet Nam","Western Pacific",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.8,NA
"1136","Published",NA,"Global",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.7,"World"
"1137","Published",NA,"Global",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.7,"World"
"1138","Published",NA,"Global",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.8,"World"
"1139","Published",NA,"Global",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.2,"World"
"1140","Published","Zimbabwe","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",21.4,NA
"1141","Published",NA,"Global",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",25.5,"World"
"1142","Published",NA,"Global",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",20.7,"World"
"1143","Published",NA,"Global",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.2,"World"
"1144","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",53.5,"Western Africa"
"1145","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.1,"Central America"
"1146","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",50.1,"Western Africa"
"1147","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.9,"Western Africa"
"1148","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",47.7,"Western Africa"
"1149","Published",NA,"Global",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.9,"World"
"1150","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.3,"South America"
"1151","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.5,"South America"
"1152","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.3,"South America"
"1153","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.2,"South America"
"1154","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.8,"South America"
"1155","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.2,"South America"
"1156","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",4,"South America"
"1157","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,"South America"
"1158","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.6,"Oceania"
"1159","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.6,"Oceania"
"1160","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.3,"Oceania"
"1161","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.7,"Oceania"
"1162","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.7,"Oceania"
"1163","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",46.3,"Western Africa"
"1164","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",44.6,"Western Africa"
"1165","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",42.7,"Western Africa"
"1166","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.4,"Central America"
"1167","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.6,"Oceania"
"1168","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.4,"Oceania"
"1169","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",8,"Oceania"
"1170","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.5,"Central America"
"1171","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",57.7,"Middle Africa"
"1172","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",55.1,"Middle Africa"
"1173","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",53.4,"Middle Africa"
"1174","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.4,"Central America"
"1175","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",5,"Central America"
"1176","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.9,"Central America"
"1177","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.9,"Central America"
"1178","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.3,"Central America"
"1179","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",59.5,"Eastern Africa"
"1180","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",53.5,"Eastern Africa"
"1181","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",50.5,"Eastern Africa"
"1182","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.7,"Eastern Africa"
"1183","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",46.8,"Eastern Africa"
"1184","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",46.3,"Eastern Africa"
"1185","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",45.1,"Eastern Africa"
"1186","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",43.8,"Eastern Africa"
"1187","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",8,"Northern Africa"
"1188","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.2,"Northern Africa"
"1189","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",5,"Northern Africa"
"1190","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.4,"Northern Africa"
"1191","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.7,"Northern Africa"
"1192","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.9,"Northern Africa"
"1193","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.7,"Northern Africa"
"1194","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,"Northern Africa"
"1195","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",67,"Middle Africa"
"1196","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",64.4,"Middle Africa"
"1197","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",59.3,"Middle Africa"
"1198","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",34.9,"Southern Africa"
"1199","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.5,"Eastern Asia"
"1200","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.3,"Eastern Asia"
"1201","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.8,"Eastern Asia"
"1202","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",27.8,"Southern Africa"
"1203","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.6,"Southern Africa"
"1204","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.7,"Southern Africa"
"1205","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.7,"Southern Africa"
"1206","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",19,"Southern Africa"
"1207","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.2,"Southern Africa"
"1208","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",20.2,"Southern Africa"
"1209","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,"Northern America"
"1210","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1211","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1212","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1213","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1214","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1215","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Northern America"
"1216","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.1,"Northern America"
"1217","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",25.7,"Caribbean"
"1218","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",24.8,"Caribbean"
"1219","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",24.2,"Caribbean"
"1220","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.7,"Caribbean"
"1221","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.1,"Caribbean"
"1222","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",24.9,"Eastern Asia"
"1223","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.4,"Eastern Asia"
"1224","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.1,"Eastern Asia"
"1225","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.3,"Eastern Asia"
"1226","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Eastern Asia"
"1227","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Australia and New Zealand"
"1228","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Australia and New Zealand"
"1229","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Australia and New Zealand"
"1230","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",35,"Southern Asia"
"1231","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.3,"Southern Asia"
"1232","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",27.6,"Southern Asia"
"1233","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",23,"Southern Asia"
"1234","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.4,"Southern Asia"
"1235","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",17,"Southern Asia"
"1236","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.1,"Southern Asia"
"1237","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",23.5,"South-Eastern Asia"
"1238","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.7,"South-Eastern Asia"
"1239","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",17.7,"South-Eastern Asia"
"1240","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.4,"South-Eastern Asia"
"1241","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.8,"South-Eastern Asia"
"1242","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.5,"South-Eastern Asia"
"1243","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.9,"South-Eastern Asia"
"1244","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",6,"South-Eastern Asia"
"1245","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Southern Europe"
"1246","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Southern Europe"
"1247","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Southern Europe"
"1248","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,"Southern Europe"
"1249","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,"Southern Europe"
"1250","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.4,"Southern Europe"
"1251","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,"Southern Europe"
"1252","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.4,"Southern Europe"
"1253","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,"Australia and New Zealand"
"1254","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,"Australia and New Zealand"
"1255","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.2,"Caucasus and Central Asia (MDG)"
"1256","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.4,"Caucasus and Central Asia (MDG)"
"1257","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.2,"Caucasus and Central Asia (MDG)"
"1258","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,"Australia and New Zealand"
"1259","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Australia and New Zealand"
"1260","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Australia and New Zealand"
"1261","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",39,"Melanesia"
"1262","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",33.1,"Melanesia"
"1263","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",32.9,"Melanesia"
"1264","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",32.1,"Melanesia"
"1265","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.1,"Polynesia"
"1266","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,"Polynesia"
"1267","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,"Polynesia"
"1268","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,"Polynesia"
"1269","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.2,"Polynesia"
"1270","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,"Polynesia"
"1271","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",35,"Central Asia and Southern Asia"
"1272","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.3,"Central Asia and Southern Asia"
"1273","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",27.5,"Central Asia and Southern Asia"
"1274","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.8,"Central Asia and Southern Asia"
"1275","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",18.3,"Central Asia and Southern Asia"
"1276","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.8,"Central Asia and Southern Asia"
"1277","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",15,"Central Asia and Southern Asia"
"1278","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.1,"Caucasus and Central Asia (MDG)"
"1279","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",25.5,"Caucasus and Central Asia (MDG)"
"1280","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",16.3,"Caucasus and Central Asia (MDG)"
"1281","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.8,"Caucasus and Central Asia (MDG)"
"1282","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",28.4,"Asia"
"1283","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,"Europe"
"1284","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Europe"
"1285","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Europe"
"1286","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",22.4,"Asia"
"1287","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.5,"Asia"
"1288","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.8,"Asia"
"1289","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",12.5,"Asia"
"1290","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",11.2,"Asia"
"1291","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",8.4,"Asia"
"1292","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.3,"Asia"
"1293","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",38,"Central Asia"
"1294","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",31.3,"Central Asia"
"1295","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",19.8,"Central Asia"
"1296","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.2,"Central Asia"
"1297","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",13.2,"Central Asia"
"1298","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",9.9,"Central Asia"
"1299","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",7.4,"Central Asia"
"1300","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.4,"Western Asia"
"1301","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.2,"Western Asia"
"1302","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.3,"Western Asia"
"1303","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.3,"Western Asia"
"1304","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.1,"Western Asia"
"1305","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.3,"Western Asia"
"1306","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.5,"Western Asia"
"1307","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",6.6,"Western Asia"
"1308","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,"Europe"
"1309","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Europe"
"1310","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,"Europe"
"1311","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1312","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,"Western Europe"
"1313","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",55.5,"Least Developed Countries (LDCs)"
"1314","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.1,"Least Developed Countries (LDCs)"
"1315","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Europe"
"1316","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Europe"
"1317","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.3,"Eastern Europe"
"1318","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,"Eastern Europe"
"1319","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Eastern Europe"
"1320","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Eastern Europe"
"1321","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Eastern Europe"
"1322","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Eastern Europe"
"1323","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Eastern Europe"
"1324","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Eastern Europe"
"1325","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.4,"Northern Europe"
"1326","Published",NA,NA,2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,"Northern Europe"
"1327","Published",NA,NA,2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,"Northern Europe"
"1328","Published",NA,NA,2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Northern Europe"
"1329","Published",NA,NA,2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Northern Europe"
"1330","Published",NA,NA,2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Northern Europe"
"1331","Published",NA,NA,2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Northern Europe"
"1332","Published",NA,NA,2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,"Northern Europe"
"1333","Published",NA,NA,2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,"Western Europe"
